products
Name,Name2,Price,Deposit,VolymInml,PricePerLiter,SalesStart,Discontinued,ProductGroup,Type,Style,Packaging,SealType,Origin,OriginCountryName,Producer,Supplier,Vintage,AlcoholContent,AssortmentCode,AssortmentText,Organic,Ethical,Kosher,RawMaterialsDescription
Mackmyra,Svensk Rök/Amerikansk Ek,599.00,,700.00,855.71,1/31/18,0,Whisky,Malt whiskey,,Bottle,,,Sweden,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,46.10%,BS,Order goods,0,0,0,
Perfect Day,Bubbles Spumante Cuvée Extra Dry,79.00,,750.00,105.33,2/5/18,0,Mousserande vin,Dry white,,Bottle,,,Italy,Contemporary Wines AB,Contemporary wines Sweden AB,,11.00%,FS,Fixed assortment,0,0,0,
Tirrenico,Marchesi Mazzei,159.00,,750.00,212.00,1/30/18,0,Red wine,Fruity & Tasteful,,Bottle,Natural Cork,Tuscany,Italy,Marchesi Mazzei,Vintedge AB,2016,13.50%,BS,Order goods,0,0,0,
Domaine Les Fumées Blanches,Sauvignon Blanc,125.00,,750.00,166.67,2/5/18,0,White wine,,,Bottle,Screw Cap,France Southwest,France,François Lurton,The WineAgency Sweden AB,2018,12.00%,BS,Order goods,0,0,0,
Cartemisia,Prosecco Extra Dry,119.00,,750.00,158.67,2/5/18,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Venetia,Italy,Pizzolo,Ward Wines AB,2016,11.00%,BS,Order goods,1,0,0,
Moreau,Chardonnay,99.00,,750.00,132.00,1/30/18,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,,France,J.MOREAU & FILS - Boisset La Famille des Grands Vins,Giertz Vinimport AB,2018,12.50%,FS,Fixed assortment,0,0,0,Chardonnay.
Crotasc Bianco,,127.00,,750.00,169.33,1/29/18,0,White wine,,,Bottle,Synthetic Cork,,Italy,Mamete Prevostini,RB Winery AB,,12.00%,BS,Order goods,0,0,0,
Cavas Avinyó Mixlåda,,1026.00,,4500.00,228.00,12/1/15,0,Mousserande vin,,,6 bottle à 750 ml,,Cava,Spain,Avinyó,Robert Rask Vinhandel,,11.50%,BS,Order goods,0,0,0,
Sommarblom,Mjöd,149.00,,750.00,198.67,1/9/18,0,Aperitif and dessert,Flavored wines & fruit wines,Mead,Bottle,,Södermanlands County,Sweden,Mjödhamnen AB,Mjödhamnen AB,2010,10.80%,BS,Order goods,0,0,0,
Black Stallion,Cabernet Sauvignon Limited Release,599.00,,750.00,798.67,12/1/15,0,Red wine,,,Bottle,Natural Cork,California,USA,Black Stallion Estate Winery,Ward Wines AB,2016,15.00%,BS,Order goods,0,0,0,
Godelia,Godello Doña Blanca,159.00,,750.00,212.00,12/1/15,0,White wine,,,Bottle,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,2016,13.50%,BS,Order goods,0,0,0,
Black Stallion Napa Valley,Chardonnay,199.00,,750.00,265.33,12/1/15,0,White wine,Full-bodied & Tasty,,Bottle,Natural Cork,California,USA,Black Stallion Estate Winery,Ward Wines AB,2018,14.50%,FS,Fixed assortment,0,0,0,Chardonnay.
Godelia,Selección Mencía,249.00,,750.00,332.00,12/1/15,0,Red wine,,,Bottle,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,2009,15.00%,BS,Order goods,0,0,0,
Libamus,,201.00,,500.00,402.00,12/1/15,0,Red wine,Sweet,,Bottle,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,2012,15.00%,BS,Order goods,0,0,0,
Godelia,Selección Godello,225.00,,750.00,300.00,12/1/15,0,White wine,,,Bottle,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,2012,14.00%,BS,Order goods,0,0,0,
Godelia,Mencía,169.00,,750.00,225.33,12/1/15,0,Red wine,,,Bottle,,Castile-Leon,Spain,Bodegas Godelia,Robert Rask Vinhandel,2013,14.50%,BS,Order goods,0,0,0,
Cubaney,Exquisito 21 Years,799.00,,700.00,1141.43,1/29/18,0,Rum,Dark rum,,Bottle,,,Dominican Republic,Oliver & Oliver,Dica Vin & Sprit HB,,38.00%,BS,Order goods,0,0,0,
Cubaney,Estupendo 15 Years,639.00,,700.00,912.86,1/29/18,0,Rum,Dark rum,,Bottle,,,Dominican Republic,Oliver & Oliver,Dica Vin & Sprit HB,,38.00%,BS,Order goods,0,0,0,
Snälleröds,Uppsalaakvavit,199.00,,500.00,398.00,1/31/18,0,Aquavit and Spiced brännvin,Akvavit,,Bottle,Screw Cap,,Sweden,Arcus Sweden AB,Arcus Sweden AB,,38.00%,BS,Order goods,1,0,0,
Ophyum,23 Years,1145.00,,700.00,1635.71,1/29/18,0,Rum,Dark rum,,Bottle,,,Dominican Republic,Oliver & Oliver,Dica Vin & Sprit HB,,40.00%,BS,Order goods,0,0,0,
Barbera d'Asti,Cascina Vigna,149.00,,750.00,198.67,1/29/18,0,Red wine,,,Bottle,,Piedmont,Italy,Cascina Vigna,Vinonista AB,2016,14.50%,BS,Order goods,0,0,0,
Barbera d'Asti Superiore,Cascina Vigna,199.00,,750.00,265.33,1/29/18,0,Red wine,,,Bottle,,Piedmont,Italy,Cascina Vigna,Vinonista AB,2015,15.00%,BS,Order goods,0,0,0,
Deutz,Brut Classic,899.00,,1500.00,599.33,12/1/15,0,Mousserande vin,Dry white,,Magnum,,Champagne,France,Deutz,Swedish Brand AB,,12.00%,BS,Order goods,0,0,0,
Avion Silver,,569.00,,700.00,812.86,12/1/15,0,Tequila and Mezcal,Tequila,,Bottle,,,Mexico,Pernod Ricard USA,Pernod Ricard Sweden AB,,40.00%,BS,Order goods,0,0,0,
R Dumont,Brut Millésimé,399.00,,750.00,532.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,R. Dumont & Fils,Robert Rask Vinhandel,2008,12.00%,BS,Order goods,0,0,0,
R Dumont,Rosé Brut,351.00,,750.00,468.00,12/1/15,0,Mousserande vin,Rosé,,Bottle,,Champagne,France,R. Dumont & Fils,Robert Rask Vinhandel,,12.00%,BS,Order goods,0,0,0,
AA Laièta,Gran Reserva Brut Nature,279.00,,750.00,372.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Cava,Spain,Alta Alella,The Wine and Spirits Collective Sweden AB,2012,12.00%,BS,Order goods,1,0,0,
Marimar Estate Mas Cavalls,Dôna Margarita Vineyard Pinot Noir,415.00,,750.00,553.33,12/1/15,0,Red wine,,,Bottle,,California,USA,Marimar Estate,The Wine and Spirits Collective Sweden AB,2014,14.50%,BS,Order goods,0,0,0,
Dailuaine,6 Years,728.00,,700.00,1040.00,12/1/15,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Aberdeen Distillers,Clydesdale AB,2009,46.00%,BS,Order goods,0,0,0,
AA Orbus,100% Syrah,359.00,,750.00,478.67,12/1/15,0,Red wine,,,Bottle,,Catalonia,Spain,Alta Alella,The Wine and Spirits Collective Sweden AB,2013,13.50%,BS,Order goods,1,0,0,
Reserva Real,,2499.00,,750.00,3332.00,12/1/15,0,Red wine,,,Bottle,,Catalonia,Spain,Miguel Torres SA,The Wine and Spirits Collective Sweden AB,2012,14.50%,BS,Order goods,0,0,0,
Eins Zwei Dry,Pinot Noir Rosé,115.00,,750.00,153.33,12/1/15,0,Rose wine,,,Bottle,Screw Cap,Rheingau,Germany,Weingut Leitz,Johan Lidby Vinhandel AB,2018,12.00%,BS,Order goods,0,0,0,
Maison Rijckaert,Viré Clessé L´Epinet,249.00,,750.00,332.00,12/1/15,0,White wine,,,Bottle,Natural Cork,Burgundy,France,Maison Rijckaert,Johan Lidby Vinhandel AB,2017,13.00%,BS,Order goods,0,0,0,
Maison Rijckaert,Arbois En Paradis Vieilles Vignes,249.00,,750.00,332.00,12/1/15,0,White wine,,,Bottle,Natural Cork,Jura,France,Maison Rijckaert,Johan Lidby Vinhandel AB,2017,13.50%,BS,Order goods,0,0,0,
Maison Rijckaert Côtes du Jura,Les Sarres Savagnin,285.00,,750.00,380.00,12/1/15,0,White wine,,,Bottle,Natural Cork,Jura,France,Maison Rijckaert,Johan Lidby Vinhandel AB,2017,13.50%,BS,Order goods,0,0,0,
Carlisle,Papera Ranch Zinfandel,509.00,,750.00,678.67,12/1/15,0,Red wine,,,Bottle,Natural Cork,California,USA,Carlisle Winery,Johan Lidby Vinhandel AB,2015,15.00%,BS,Order goods,0,0,0,
Motzenbäcker,Rurale Riesling,299.00,,750.00,398.67,12/1/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,,Germany,Menger-Krug,Terrific Wines AB,2012,12.50%,BS,Order goods,0,0,0,
Richard Juhlin,Non-Alcoholic Sparkling Wine Rosé,94.00,,750.00,125.33,3/1/16,0,Alcohol-free,Sparkling,,Bottle,Champagne Cork-Natural,,France,MRG Wines,Arvid Nordquist Vin och Sprithandel,,0.00%,FSÖ,Fixed assortment,0,0,0,90% Chardonnay and 10% Pinot Noir.
Clotilde Davenne,Cremant de Bourgogne Extra Brut,325.00,,1500.00,216.67,12/1/15,0,Mousserande vin,Dry white,,Magnum,Champagne Cork-Natural,Burgundy,France,Clotilde Davenne,Terrific Wines AB,,12.50%,BS,Order goods,0,0,0,
Clotilde Davenne,Cremant de Bourgogne Extra Brut,99.00,,375.00,264.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Burgundy,France,Clotilde Davenne,Terrific Wines AB,,12.50%,BS,Order goods,0,0,0,
Chablis,Grand Cru Les Clos Clotilde Davenne,599.00,,750.00,798.67,12/1/15,0,White wine,,,Bottle,Natural Cork,Burgundy,France,Clotilde Davenne,Terrific Wines AB,2015,13.50%,BS,Order goods,0,0,0,
Reichsrat von Buhl,Spätburgunder Trocken,159.00,,750.00,212.00,12/1/15,0,Red wine,,,Bottle,,Pfalz,Germany,Weingut Reichsrat von Buhl,janake wine group AB,2014,12.50%,BS,Order goods,0,0,0,
Pousio,Tinto,99.00,,750.00,132.00,12/1/15,0,Red wine,,,Bottle,,Alentejo,Portugal,"Casa Agricola HMR, S.A.",Vänersborgs Vinagentur AB,2013,13.50%,BS,Order goods,0,0,0,
Barossa Valley Estate,,139.00,,750.00,185.33,12/1/15,0,Red wine,,,Bottle,,South Australia,Australia,Barossa Valley Estate,janake wine group AB,2012,14.00%,BS,Order goods,0,0,0,
Vega Hazy Amber,Pale Ale,27.90,,330.00,84.55,1/4/16,0,Beer,Ale British-American style,Amber Ale,Bottle,,Västra Götalands County,Sweden,Vega Bryggeri,Vega Bryggeri AB,,5.80%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
AR Lenoble,Grand Cru Chouilly Blanc de Blancs Brut,399.00,,750.00,532.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,AR Lenoble,Valid Wines Sweden AB,,12.00%,BS,Order goods,0,0,0,
Cocchi Rosa,Aperitivo Americano,132.00,,500.00,264.00,3/1/16,0,Aperitif and dessert,Aperitif,,Bottle,,,Italy,Giulio Cocchi,Oenoforos AB,,16.50%,BS,Order goods,0,0,0,
Montelobos,Mezcal,559.00,,700.00,798.57,12/1/15,0,Tequila and Mezcal,Mezcal,,Bottle,,,Mexico,Casa Montelobos,AliasSmith AB,,43.20%,BS,Order goods,1,0,0,
Gold of Mauritius,,529.00,,700.00,755.71,12/1/15,0,Rum,Dark rum,,Bottle,,,Mauritius,Litchquor Ltd,Herida Aurum AB,,40.00%,BS,Order goods,0,0,0,
Gold of Mauritius,Solera 5,579.00,,700.00,827.14,12/1/15,0,Rum,Dark rum,,Bottle,,,Mauritius,Litchquor Ltd,Herida Aurum AB,,40.00%,BS,Order goods,0,0,0,
Skövde Vit,Symphonie d'Oc,92.00,,750.00,122.67,12/1/15,0,White wine,,,Bottle,,Languedoc-Roussillon,France,Fontesole,Triplus Vinhandel AB,2014,13.00%,BS,Order goods,0,0,0,
Club Mauritius,Rum,450.00,,700.00,642.86,12/1/15,0,Rum,Dark rum,,Bottle,,,Mauritius,Litchquor Ltd,Herida Aurum AB,,40.00%,BS,Order goods,0,0,0,
Waxholm,Pale Ale,27.30,,330.00,82.73,1/4/16,0,Beer,Ale British-American style,English Pale Ales And Bitters,Bottle,,Stockholm County,Sweden,Waxholms Bryggeri,Waxholms Bryggeri AB,,5.20%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
GodDryck No 2,Goda Bubblor Rosé,89.00,,750.00,118.67,3/1/16,0,Alcohol-free,Sparkling,,Bottle,Natural Cork,,International Brand,GodDryck i Sverige AB,GodDryck i Sverige AB,,0.20%,FSÖ,Fixed assortment,1,0,0,
Ron Aldea Familia,,699.00,,700.00,998.57,12/1/15,0,Rum,Dark rum,,Bottle,,Canary Islands,Spain,Destilerías Aldea,Herida Aurum AB,1998,40.00%,BS,Order goods,0,0,0,
Amarone della Valpolicella,Conte Gastone,389.00,,750.00,518.67,12/1/15,0,Red wine,,,Bottle,,Venetia,Italy,Massimago S.S.Agr.,Wine Group Sweden AB,2015,16.00%,BS,Order goods,1,0,0,
Gurkha,Premium Lager Beer,52.70,,660.00,79.85,12/1/15,0,Beer,Pale lager,International Style,Bottle,Cap,,UK,Gurkha Beer Trading,World Beer Trading KB,,4.80%,BS,Order goods,0,0,0,
Ron Esclavo,Solera XO Cask,789.00,,500.00,1578.00,12/1/15,0,Rum,Dark rum,,Bottle,,,Dominican Republic,1423,Herida Aurum AB,,65.00%,FS,Fixed assortment,0,0,0,
André Bergere,Tentation Brut,569.00,,750.00,758.67,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Champagne André Bergere,Winebee AB,,12.00%,BS,Order goods,0,0,0,
3 Monts,,31.80,,330.00,96.36,12/1/15,0,Beer,Ale Belgian style,Bière De Garde,Bottle,,,France,Brasserie de Saint-Sylvestre,Corseimport,,8.50%,BS,Order goods,0,0,0,
Gavroche,,33.80,,330.00,102.42,12/1/15,0,Beer,Ale Belgian style,Bière De Garde,Bottle,,,France,Brasserie de Saint-Sylvestre,Corseimport,,8.50%,BS,Order goods,0,0,0,
Roquette & Cazes,,219.00,,750.00,292.00,3/1/16,0,Red wine,Fruity & Tasteful,,Bottle,Natural Cork,Douro,Portugal,Roquette & Cazes,Hjo Grosshandel AB,2014,14.50%,BS,Order goods,0,0,0,"60% Touriga Nacional, 25% Touriga Franca and 15% Tinta Roriz."
André Bergere,Rosé Brut,469.00,,750.00,625.33,12/1/15,0,Mousserande vin,Rosé,,Bottle,,Champagne,France,Champagne André Bergere,Winebee AB,,12.00%,BS,Order goods,0,0,0,
André Bergere Grand Cru,Blanc de Blancs Brut,499.00,,750.00,665.33,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Champagne André Bergere,Winebee AB,,12.00%,BS,Order goods,0,0,0,
Picpoulet de Pinet,,139.00,,750.00,185.33,12/1/15,0,White wine,,,Bottle,,Languedoc-Roussillon,France,GFA Font Mars,Skrubbes Wines AB,2018,13.00%,BS,Order goods,0,0,0,
Barsol Pisco,Selecto Torontel,474.00,,700.00,677.14,12/1/15,0,Armagnac and Brandy,Brandy,,Bottle,Twist Off,,Peru,Bodega San Isidro,Cask Kompaniet AB,,41.30%,BS,Order goods,0,0,0,
Värmdö,Pomme de Vie,496.00,,700.00,708.57,3/1/16,0,Fruit and Grape Spirits,Fruit spirit,,Bottle,,Stockholm County,Sweden,Värmdö Bränneri AB,Värmdö Bränneri AB,2013,40.00%,BS,Order goods,0,0,0,
Château la Varière,Cabernet Sauvignon,169.00,,750.00,225.33,3/1/16,0,Red wine,Fruity & Tasteful,,Bottle,Natural Cork,Loire Valley,France,Château la Varière,Quaffable Wines Sweden AB,2015,13.50%,BS,Order goods,0,0,0,Cabernet Sauvignon.
Guldkula White,Grand Cru Blanc de Blancs,399.00,,750.00,532.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,R & L Legras,Sundance Wines AB,,12.00%,BS,Order goods,0,0,0,
Guldkula Black,Grand Cru Blanc de Noir,499.00,,750.00,665.33,12/1/15,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,Société de Producteurs,Sundance Wines AB,,12.00%,BS,Order goods,0,0,0,
Guldkula Pink,Grand Cru Rosé,499.00,,750.00,665.33,12/1/15,0,Mousserande vin,Rosé,,Bottle,Champagne Cork-Natural,Champagne,France,Société de Producteurs,Sundance Wines AB,,12.00%,BS,Order goods,0,0,0,
Rully Premier Cru,Les Grésigny,229.00,,750.00,305.33,3/1/16,0,White wine,,,Bottle,Natural Cork,Burgundy,France,Domaine J. F. Protheau,We & Wine AB,2017,12.50%,BS,Order goods,0,0,0,
Alva,,85.00,,750.00,113.33,3/1/16,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Rhone Valley,France,Domaine de Calet,Winepartners Nordic AB,2016,14.50%,FS,Fixed assortment,1,0,0,"Syrah, marselan and Mourvèdre."
Château Haut-Cazevert,,101.00,,750.00,134.67,3/1/16,0,White wine,,,Bottle,,Bordeaux,France,Château Haut Cazevert,Krates Vin & Delikatesser,2015,13.50%,BS,Order goods,0,0,0,
Dilé,d Rosso,99.00,,750.00,132.00,12/1/15,0,Red wine,,,Bottle,,,Italy,Santero,Obrini Beverage Company AB,2013,14.00%,BS,Order goods,0,0,0,
Dilé,d Rosa,99.00,,750.00,132.00,12/1/15,0,Rose wine,,,Bottle,,,Italy,Santero,Obrini Beverage Company AB,,12.50%,BS,Order goods,0,0,0,
Le Sassine,Valpolicella Ripasso,277.00,,750.00,369.33,12/1/15,0,Red wine,,,Bottle,Natural Cork,Venetia,Italy,Le Ragose,Vino Conoscenza AB,2013,14.00%,BS,Order goods,0,0,0,
Andechser,Doppelbock Dunkel,35.90,,500.00,71.80,12/1/15,0,Beer,Dark lager,Double Bock,Bottle,,,Germany,Klosterbrauerei Andechs,Cask Sweden AB,,7.10%,BS,Order goods,0,0,0,
Andechser,Special Hell,33.90,,500.00,67.80,12/1/15,0,Beer,Pale lager,Dortmunder and Helles,Bottle,,,Germany,Klosterbrauerei Andechs,Cask Sweden AB,,5.90%,BS,Order goods,0,0,0,
Jack Ryan,Irish Single Malt 12 Years,799.00,,700.00,1141.43,12/1/15,0,Whisky,Malt whiskey,,Bottle,,,Ireland,Jack Ryan Whiskey Company,Granqvist Beverage House AB,,46.00%,BS,Order goods,0,0,0,
Barsol Pisco,Supremo Mosto Verde Torontel,525.00,,700.00,750.00,12/1/15,0,Armagnac and Brandy,Brandy,,Bottle,Twist Off,,Peru,Bodega San Isidro,Cask Kompaniet AB,,41.80%,BS,Order goods,0,0,0,
Del Pedregal Seleccion,Tannat,199.00,,750.00,265.33,12/1/15,0,Red wine,,,Bottle,,Canelones,Uruguay,Antigua Bodega Stagnari,Wine Lounge Stockholm AB,2015,13.50%,BS,Order goods,0,0,0,
Siete Misterios Doba-Yej,Mezcal,547.00,,700.00,781.43,12/1/15,0,Tequila and Mezcal,Mezcal,,Bottle,Twist Off,,Mexico,Los Siete Misterios Mezcal,Cask Kompaniet AB,,44.00%,BS,Order goods,0,0,0,
Muratie,Laurens Campher,195.00,,750.00,260.00,12/1/15,0,White wine,,,Bottle,,Western Cape,South Africa,Muratie,Wine Lounge Stockholm AB,2014,14.50%,BS,Order goods,0,0,0,
Muratie,George Paul Canitz Pinot Noir,195.00,,750.00,260.00,12/1/15,0,Red wine,,,Bottle,,Western Cape,South Africa,Muratie,Wine Lounge Stockholm AB,2015,13.50%,BS,Order goods,0,0,0,
Skövde Röd,Symphonic d'Oc,92.00,,750.00,122.67,12/1/15,0,Red wine,Fruity & Tasteful,,Bottle,Screw Cap,Languedoc-Roussillon,France,Fontesole,Triplus Vinhandel AB,2014,13.00%,BS,Order goods,0,0,0,"Merlot, Syrah and Grenache."
El Coto,Crianza,89.00,,750.00,118.67,5/20/96,0,Red wine,Spicy & Musty,,Bottle,Screw Cap,Rioja,Spain,Bodegas El Coto,Spendrups Bryggeri AB,2015,13.50%,FS,Fixed assortment,0,0,0,Tempranillo.
Quinta Do Tedo,LBV,398.00,,750.00,530.67,12/1/15,0,Aperitif and dessert,Port,Late Bottled Vintage (LBV),Bottle,,Douro,Portugal,Quinta do Tedo,Wine Lounge Stockholm AB,2007,20.00%,BS,Order goods,0,0,0,
Quinta Do Tedo,Fine Tawny,390.00,,750.00,520.00,12/1/15,0,Aperitif and dessert,Port,Tawny,Bottle,,Douro,Portugal,Quinta do Tedo,Wine Lounge Stockholm AB,,19.00%,BS,Order goods,0,0,0,
Domaine des Pasquiers,Plan de Dieu,119.00,,750.00,158.67,3/1/16,0,Red wine,Spicy & Musty,,Bottle,Natural Cork,Rhone Valley,France,Domaine des Pasquiers,People Wine AB,2018,14.00%,FS,Fixed assortment,1,0,0,"60% Grenache, 30% and 10% syrah Mourvédre."
Recioto della Valpolicella Classico,Mizzon,250.00,,500.00,500.00,12/1/15,0,Red wine,Sweet,,Bottle,Natural Cork,Venetia,Italy,Azienda Agricola Mizzon di Perusi Nicola,Vino Conoscenza AB,2014,13.50%,BS,Order goods,0,0,0,
Jokigen,Fujin Junmai Ginjo,240.00,,720.00,333.33,12/1/15,0,Sake,,,Bottle,,,Japan,Kano Brewery,Flying Brewery AB,,16.00%,BS,Order goods,0,0,0,
Jokigen,Yamahai Junmai,288.00,,720.00,400.00,12/1/15,0,Sake,,,Bottle,,,Japan,Kano Brewery,Flying Brewery AB,,16.00%,BS,Order goods,0,0,0,
Château La Garde Collection,,1002.00,,2250.00,445.33,12/1/15,0,Red wine,,,3 bottle à 750 ml,,Bordeaux,France,Vins et Vignobles Dourthe,Carovin AB,,14.00%,BS,Order goods,0,0,0,
Jean Vesselle,Grand Cru Prestige Brut,399.00,,750.00,532.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Jean Vesselle,Greenery Wines KB,,12.00%,BS,Order goods,0,0,0,
Canard Duchêne Charles VII,Blanc de Noirs Brut,549.00,,750.00,732.00,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Champagne Canard-Duchêne,Fine Brands Sweden AB,,12.00%,BS,Order goods,0,0,0,
Contino,Graciano,719.00,,750.00,958.67,7/6/18,0,Red wine,,,Bottle,,Rioja,Spain,Viñedos del Contino,AB Wicked Wine Sweden,2014,13.00%,TSE,Temporary assortment,0,0,0,Graciano.
Bourgogne Chardonnay,J M Brocard,129.00,,750.00,172.00,1/31/18,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,Burgundy,France,J M Brocard,Johan Lidby Vinhandel AB,2017,12.50%,FS,Fixed assortment,0,0,0,Chardonnay.
Sommarström,Yttervala Kummin,240.00,,500.00,480.00,3/19/18,0,Aquavit and Spiced brännvin,Akvavit,,Bottle,,Södermanlands County,Sweden,Viness,Viness AB,,38.00%,BS,Order goods,1,0,0,
Bielle,Ambré,629.00,,500.00,1258.00,2/5/18,0,Rum,Dark rum,,Bottle,,Guadeloupe,France,LMDW / Bielle Distillery,Clydesdale AB,,50.00%,BS,Order goods,0,0,0,
Bielle Vintage,Rhum Vieux Agricole,839.00,,500.00,1678.00,2/5/18,0,Rum,Dark rum,,Bottle,,Guadeloupe,France,LMDW / Bielle Distillery,Clydesdale AB,2011,42.00%,BS,Order goods,0,0,0,
Neisson,Batch 2,3796.00,,700.00,5422.86,2/5/18,0,Rum,Dark rum,,Bottle,,Martinique,France,LMDW / Neisson Distillery,Clydesdale AB,2000,48.00%,BS,Order goods,0,0,0,
Neisson,XO par Neisson,1098.00,,700.00,1568.57,2/5/18,0,Rum,Dark rum,,Bottle,,Martinique,France,LMDW / Neisson Distillery,Clydesdale AB,,48.50%,BS,Order goods,0,0,0,
Pere Labat,Rhum Extra Vieux Agricole De Marie Galant,1449.00,,700.00,2070.00,2/5/18,0,Rum,Dark rum,,Bottle,,Guadeloupe,France,LMDW / Domaine Poisson,Clydesdale AB,,42.00%,BS,Order goods,0,0,0,
Pere Labat,59,578.00,,700.00,825.71,2/5/18,0,Rum,Light rum,,Bottle,,Guadeloupe,France,LMDW / Domaine Poisson,Clydesdale AB,,59.00%,BS,Order goods,0,0,0,
Pere Labat Dore,Rhum Agricole,679.00,,700.00,970.00,2/5/18,0,Rum,Dark rum,,Bottle,,Guadeloupe,France,LMDW / Domaine Poisson,Clydesdale AB,,50.00%,BS,Order goods,0,0,0,
Pere Labat Soleil,Rhum Brun Agricole de Marie-Galante,648.00,,700.00,925.71,2/5/18,0,Rum,Dark rum,,Bottle,,Guadeloupe,France,LMDW / Domaine Poisson,Clydesdale AB,,55.00%,BS,Order goods,0,0,0,
Craven,Cinsaut,224.00,,750.00,298.67,2/5/18,0,Red wine,,,Bottle,,Western Cape,South Africa,Craven Wines,Handpicked Wines Sweden AB,2018,12.00%,BS,Order goods,0,0,0,
Craven,Clairette Blanche,199.00,,750.00,265.33,2/5/18,0,White wine,,,Bottle,,Western Cape,South Africa,Craven Wines,Handpicked Wines Sweden AB,2017,11.50%,BS,Order goods,0,0,0,
Craven,Syrah The Firs Vineyard,229.00,,750.00,305.33,2/5/18,0,Red wine,,,Bottle,,Western Cape,South Africa,Craven Wines,Handpicked Wines Sweden AB,2017,12.50%,BS,Order goods,0,0,0,
Willy Nilssons,Bäsk,259.00,,500.00,518.00,12/1/15,0,Aquavit and Spiced brännvin,Spiced spirits,,Bottle,,Stockholm County,Sweden,AB Svenska Sprit TBH,AB Svenska Sprit TBH,,33.00%,BS,Order goods,0,0,0,
AB Svenska Sprit Vodka,,299.00,,500.00,598.00,12/1/15,0,Vodka and Brännvin,Vodka,,Bottle,,Stockholm County,Sweden,AB Svenska Sprit TBH,AB Svenska Sprit TBH,,40.00%,BS,Order goods,0,0,0,
Premium Aquavit,,857.00,,700.00,1224.29,12/1/15,0,Aquavit and Spiced brännvin,Akvavit,,Bottle,Glass Cork,,Sweden,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,2015,41.00%,BS,Order goods,0,0,0,
Fürst von Metternich,Riesling Sekt Trocken,119.00,,750.00,158.67,12/1/15,0,Mousserande vin,Dry white,,Bottle,,Rheingau,Germany,Fürst von Metternich,Henkell Freixenet Sweden AB,,12.50%,BS,Order goods,0,0,0,Riesling.
Backens Lager,,22.90,,330.00,69.39,2/1/16,0,Beer,Pale lager,Pilsner - Czech style,Bottle,,Västerbotten County,Sweden,Skellefteå Bryggeri AB,Skellefteå Bryggeri AB,,4.70%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Backens Ale,,23.80,,330.00,72.12,2/1/16,0,Beer,Ale British-American style,English Pale Ales And Bitters,Bottle,,Västerbotten County,Sweden,Skellefteå Bryggeri AB,Skellefteå Bryggeri AB,,5.30%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Artadi,El Pison,2199.00,,750.00,2932.00,4/26/18,0,Red wine,,,Bottle,,Rioja,Spain,Artadi,Lively Wines Sweden AB,2015,14.50%,TSE,Temporary assortment,0,0,0,
Quinta dos Castelares,,93.00,,750.00,124.00,6/1/18,0,Red wine,Fruity & Tasteful,,Bottle,Natural Cork,Douro,Portugal,Casa Agricola Manuel Joaquim Caldeira,LarCap AB,2017,14.00%,FS,Fixed assortment,1,0,0,"50% Touriga Nacional, 25% Touriga Franca and 25% Tinta Roriz (Tempranillo)."
Bründlmayer,Langenloiser Steinmassel 1ÖTW Riesling,199.00,,750.00,265.33,6/1/18,0,White wine,,,Bottle,Natural Cork,Niederösterreich,Austria,Weingut Bründlmayer,Vinunic AB,2016,12.50%,BS,Order goods,0,0,0,
Alto del Carmen,Alto Reservado,399.00,,700.00,570.00,1/29/18,0,Armagnac and Brandy,Brandy,,Bottle,Screw Cap,,Chile,Pisco Capel,Remilio AB,,40.00%,BS,Order goods,0,0,0,
